job_title,job_location,job_date_posted,job_qualifications,job_summary,job_description,job_education_experience,job_additional_qualifications
Sr. Big Data Engineer - Production Engineering,"Austin, Texas, United States",2022-02-14,"['3-4 years of validated experience in a professional programming position', 'Solid understanding and experience of core Java programming, performance, multi-threading, garbage collection', 'Strong education in Computer Science, Software Engineering, Operating Systems, Networking, Load balancing etc.', 'Experience with Python and/or Go development highly desirable', 'Experience with public clouds (GCP & AWS) highly desirable', 'Knowledge of deployments in Kubernetes containers highly desirable', 'Proven experience and knowledge in any one of Big Data Technologies such as Hadoop, Spark, Kafka, HBase, Presto etc.', 'Experience in handling ETL pipelines, designing measurable SLAs for ETLs and handling of upstream and down stream data processing in near realtime.', 'Experience in Open Source software development and CI/CD is desirable', 'Experience in handling architectural and design considerations such as performance, scalability, reusability and flexibility issues']","Imagine what you could do here. At Apple, extraordinary ideas have a way of becoming phenomenal products, services, and customer experiences very quickly. Bring passion and dedication to your job and there's no telling what you could accomplish! This position is in the Big Data Engineering team that manages various powerful open source technologies in Streaming, Data Science and Big Data Analytics areas, including Kafka, Hadoop, Spark and AI/ML. You should have experience developing/deploying large-scale big data analytics/streaming applications and services.","Do you love building highly scalable, distributed web applications that efficiently deal with large amounts of data? Does the idea of mastering a variety of big data technologies and building the right ones for each application make your heart leap? Would you like to work in a fast-paced environment where your technical abilities will be challenged on a day to day basis? Do you want your work to make a difference in the lives of millions of people who use Apple's products and services?

If so, this team is looking for a highly motivated, diligent, energetic individual with excellent written and oral skills who also is able to think creatively and question assumptions! In this role, you will be part of a fast growing, cohesive team with many exciting responsibilities related to Big Data, including:
-  Build a Big Data Cloud Platform
-  Setup of Kafka brokers, Kafka MirrorMakers and Kafka Zookeeper on hosts including a combination of bare metal systems, VMs and Containers.
-  Setup of Hadoop clusters with related technologies on hosts including a combination of bare metal systems, VMs and Containers.
-  Develop scalable, robust systems that will be highly adaptable to changing business needs.
-  Define/develop Big Data technologies, platforms and applications
-  Architect, improve, and scale applications to the next level. 
-  Collaborate with application owners, developers and project managers.
-  Recommend and deploy tools and processes to enable rapid development, deployment and operations of big data solutions.
-  Be a specialist for application teams in advocating design of highly scalable, low latency / high throughput data processing, data conversion and ETL.",BS Computer Science or equivalent (MS Preferred),[]
"Manager, Technical Data Product Management, Apple Media Products - Cupertino","Santa Clara Valley (Cupertino), California, United States",2022-02-10,"['8+ years of demonstrated ability in a Technical Product Management role, preferably for a digital media or subscription business focused in the data space.', 'Significant hands-on experience and proficiency with modern (Hadoop, Spark, Cassandra, Vertica, etc.) and traditional database technologies (Teradata, etc.) and data related programming languages (SQL & Python)', 'Knowledge of data pipeline design, with an understanding of integration and data transformation standard methodologies.', 'Familiarity with web analytics and marketing optimization preferred; previous experience with instrumentation and A/B testing a plus.', 'Strong prioritization and project management skills, including timely and proactive communications of timelines, status, and issue resolution.', 'Deep analytical abilities, strong out-of-the-box thinking, curious business and technical approach, and an ability to drive action.', 'Leadership skills to influence business partners and see projects through to timely completion in an agile environment.']","At Apple, great ideas have a way of becoming great products, services, and customer experiences very quickly. If you are a self-motivated, upbeat individual who is not afraid of challenges, we’re looking for you. Apple is seeking a validated leader to join the Apple Media Products Data Science Organization who will lead a team of Data Product Managers.

The Lead Technical Product Manager plays a critical role in collaborating with engineering and data scientists to design, instrument, maintain, build or enhance business-critical datasets from a multitude of sources. This role will involve working with Internet-scale data across numerous product, services and customer touch points to drive initiatives that will make our data science organization more streamlined and productive.

The team’s culture is centered on rapid iteration with open feedback and debate along the way, plus strong collaboration with data scientists, product, feature engineering and data engineer.","Own the data strategy of dataset designs that unlocks analytics capabilities

Lead instrumentation and dataset creation efforts for our data science team, collaborating closely with Business, Marketing, Client Engineering, Data Engineering and Privacy teams

Migrate/induct/enrich data from production into downstream data warehousing environments for consumption by analytics tools and products, data scientists, and analysts

Work with privacy, engineering & data engineering teams to understand business processes and co-develop data requirements, instrumentation, aggregation, and induction for new and existing features

Develop frameworks for instrumentation, attribution, and reporting across multiple marketing channels","Bachelor's degree or equivalent work experience in Engineering, Computer Science, or Business Information Systems",[]
Marketing Experimentation Data Scientist - Austin,"Austin, Texas, United States",2022-02-07,"['3+ years of proven ability as a Data Scientist, Data Analyst, or Data Engineer. Preferably for a digital media, MarTech, digital subscription business, or technology business.', '2+ years applied experience in building sophisticated datasets that enable data science and BI. Experience working with structured and unstructured data stored in distributed files systems.', 'Strong proficiency with SQL, Python or R. Experience with data visualization tools a plus.', 'Strong background and knowledge in statistics, probability, and data analysis.', 'Project ownership with an ability to condense & communicate sophisticated concepts and analysis into clear and concise takeaways that drive action.']","Services at Apple help hundreds of millions of customers get the most out of the devices they love through amazing apps, award-winning shows and movies, immersive music in spatial audio, world-class workouts and meditations, super fun games and more.

The Apple Media Products Data Science & Analytics organization is passionate about developing discerning insights and machine learning solutions to help continually improve these services and accelerate growth while maintaining a strong dedication to customer privacy.

We are currently seeking an experienced Marketing Experimentation Data Scientist to own A/B Testing end-to-end, build partner relationships, and grow Apple’s subscription services.

As key members of our diverse and dynamic organization, we have the rare and rewarding opportunity to work with datasets of unique magnitude, richness, and dedication to user privacy that will frequently require innovative ways. We work collaboratively with partners across Business, Marketing, Product and Engineering daily to deliver material customer and business value. The position is based in Austin, TX.","Partner with Business and Engineering to define data collection, reporting requirements, metrics, and aggregates to power testing, machine learning, and reporting.

Apply statistical methods, such as A/B Testing, causal inferences, and etc, to identify incrementality, benchmarking, sizing, forecasting, and etc to accurately understand the effect of multiple and often interrelated initiatives.

Establish, improve, and socialize top line and operational metrics that accurately represent the business state of health to craft the product strategy.","Minimum of a Bachelors degree in Computer Science, Statistics, Mathematics, Engineering, Economics or related field. Advanced degree preferred.",[]
"Data Engineer - RAD BI, WW BPR","Austin, Texas, United States",2022-02-07,"['Highly technical and analytical with 8 or more years of data engineering, analytics systems development and deployment experience', 'Knowledge of foundation infrastructure requirements such as Networking, Storage, and Hardware Optimization with Hands-on experience with AWS Cloud Infrastructure.', 'Understand current data landscape and develop architectural models that will operate at large scale and high performance and advise on how to run these architectural models on OnPrem or Private Cloud infrastructure.', 'Experience in high level programming languages such as Java, Scala, or Python.', 'Proficiency with databases Snowflake, Singlestore, Teradata, MySQL, Postgres, and SQL are required.', 'Proficiency in data processing using technologies like Spark Streaming, Spark SQL, or Map/Reduce.', 'Expertise in developing big data pipelines using technologies like Kafka, Flume, or Storm.', 'Experience with large scale data warehousing, mining, or analytic systems.', 'Ability to work with analysts to gather requirements and translate them into data engineering tasks.', 'Aptitude to independently learn new technologies.', 'Strong verbal and written communications skills are a must, as well as the ability to work effectively across internal and external organizations and virtual teams.', 'Ability to think understand complex business requirements and render them as prototype systems with quick turnaround time.', 'Extract best-practice knowledge, reference architectures, and patterns from these engagements for sharing with the worldwide architect community and engineering teams.']","Imagine what you could do here. At Apple, new ideas have a way of becoming great products, services, and customer experiences very quickly. Bring passion and dedication to your job and there's no telling what you could accomplish. 

We’re looking for a Data and Cloud Engineer who is passionate and motivated to make an impact in creating a robust and scalable data platform. This is a Hands-on Engineering role in the Operations Business Analytics team, which provides a unique opportunity to create innovations and transformational change leveraging cloud and big data technologies. As a technical evangelist you will be able to incubate and experiment newer technologies and platforms to demonstrate value of the data and enable data consumptions at scale with agility.","This position involves working on a small team to develop large scale data pipelines and analytical solutions using Data and Cloud technologies. Successful candidates will have strong engineering skills and communication, as well as a belief that data driven processes lead to great products. You will need to have a passion for quality and an ability to understand complex systems.
Key Responsibilities
•	Iterate quickly through capturing data needs from the partners, analyzing source data and consumption needs, creating data models and deliver data & BI solutions. 
•	Hands on data modeling (conceptual, logical models), and development of complex process modeling from Transaction sources to analytical solutions.
•	Hands on Data integration between ERP(SAP), Data Mart and EDW. 
•	Capture and manage business data needs from various stakeholders, collaborate and influence to deliver solutions with positive results.",•	BS level technical degree required; Computer Science or Mathematics background preferred,"['•\tTrack record of implementing Cloud technologies in a variety of business such as large enterprises and start-ups.', '•\tDeep understanding of Data transformations, underlying technologies and understanding of related concepts (such as data cataloging and curation, etc.)', '•  Demonstrated industry leadership in the fields of Data Warehousing, Data Science and Data processing.']"
App Store Revenue and Subscriptions Data Scientist,"Culver City, California, United States",2022-02-03,"['3+ years of proven ability as a Data Scientist, Data Analyst, or Data Engineer (preferably for a digital media, MarTech, digital subscription business, or technology business).', '2+ years applied experience in building sophisticated datasets that enable data science and BI.', 'Experience working with structured and unstructured data stored in distributed files systems.', 'Strong proficiency with SQL, Python or R. Experience with data visualization tools a plus.', 'Strong background and knowledge in statistics, probability, and data analysis.', 'Project ownership with an ability to condense & communicate sophisticated concepts and analysis into clear and concise takeaways that drive action.']","Services at Apple help hundreds of millions of customers get the most out of the devices they love through amazing apps, award-winning shows and movies, immersive music in spatial audio, world-class workouts and meditations, super fun games and more!

The Apple Media Products Data Science & Analytics organization is passionate about developing discerning insights and machine learning solutions to help continually improve these services and accelerate growth while maintaining a strong dedication to privacy.

We are currently seeking an experienced App Store Data Scientist to help us design, implement, analyze, and report on App Store features intended to help developers drive commerce with over 600 million people each week across 175 countries.

As key members of our diverse and dynamic organization, we have the rare and rewarding opportunity to work with datasets of unique magnitude, richness, and dedication to customer privacy that will frequently require innovative approaches. We work collaboratively with partners across Business, Marketing, Product and Engineering daily to deliver material customer and business value. The positions are based in Culver City and Cupertino, CA.","Partner with Business and Engineering to define data collection, reporting requirements, metrics, and aggregates for analysis and reporting.

Apply statistical methods to accurately understand the effect of multiple and often interrelated initiatives.

Establish, improve, and socialize top line and operational metrics that accurately represent the business state of health to craft the product strategy.

Work with internet-scale data across numerous customer touch points. Develop a quantitative understanding of the economics of the App Store. 

Help form future ecosystem iterations and strategy, and build data products that lead to developer success.","Minimum of a Bachelors degree in Computer Science, Statistics, Mathematics, Engineering, Economics or related field 

Masters in a related field preferred",[]
"AI/ML - Senior Search Data Engineer, AI/ML Data","Santa Clara Valley (Cupertino), California, United States",2022-02-01,"['You have excellent written and verbal communication skills', 'You are curious and have excellent analytical and problem solving skills', 'You are excited about digging into massive petabyte-scale semi-structured datasets', '7+ years of industry experience working with distributed data technologies (e.g. Hadoop, MapReduce, Spark, etc.)', 'Proficiency in at least one high-level programming language (Python, Go, Java, Scala, or equivalent)', 'Experience with large, complex, highly dimensional data sets; hands-on experience with SQL', 'You are pragmatic, not letting “the perfect” be the enemy of “the good”', 'You are self-directed and capable of operating amidst ambiguity', 'You are humble, continually growing in self-awareness and possessing a growth mindset', 'Extras we’d be excited about...', 'Experience building stream-processing applications using Apache Flink, Spark-Streaming, Apache Storm, Kafka Streams or others', 'Experience with data engineering in support of ML: Anomaly detection in time series data, engineering work to product-ionize models developed by data scientists, etc.']","Siri’s universal search engine powers search features across a variety of Apple products, including Siri Assistant, Spotlight, Safari, Messages, and News. The Siri Data organization seeks to improve Siri by using data as the voice of our customers. Within this organization the Search Data Engineering team builds systems that process data reliably at scale to generate scalable and high quality datasets that support confident, data-driven decision making for Siri Search.

We’re looking for exceptional data engineers who are passionate about our product and values; who love working with data at scale; and who are committed to that hard work necessary to continuously improve. As a part of this group, you will work with petabytes of data daily using diverse technologies like Spark, Flink, Kafka, Hadoop and others. You will be expected to effectively partner with upstream engineering teams and downstream consumers, including analysts and product engineers.

In this role you will build datasets to support analytics, experimentation, and machine learning. Specifically, you will build out stream processing applications powering real-time metrics and you will help to drive our self-serve strategy for reporting on-behalf of data scientists and product engineers as we collectively make Siri better.","Developing data pipelines and/or software libraries to process, transform, and analyze data to identify signals from the billions of events we collect every day
Designing and building abstractions that hide the complexity of the underlying big data stack (HDFS, Hadoop, Hive, Impala, Spark, Kafka, Parquet, etc) and that allow partners to focus on their strengths: product, data modeling, data analysis, search, information retrieval, and machine learning
Defining and implementing the “source of truth” for our most fundamental data—such as search activity and content—as well as our core metrics across a variety of products
Optimizing end-to-end workflows of data users (crafting libraries, providing abstractions to define jobs, scheduling data pipelines, managing access datasets, etc)
Building internal services and tools to help in-house partners implement, deploy and analyze datasets with a high level of autonomy and limited friction. Surfacing datasets in near-real-time to mission critical products and business applications throughout the company, providing the signal that feeds our machine learning algorithms as well as our daily product-defining decisions
Automating and handling lifecycle of datasets (schema evolution, metadata store, backfill management, deprecation, migration)
Improving the quality and reliability of our pipelines (monitoring, retry, failure detection)","Surprise us! Many will have an MS or BS in CS, Engineering, Math, Statistics, or a related field or equivalent practical experience in data engineering.

Apple is an Equal Opportunity Employer that is committed to inclusion and diversity. We take affirmative action to ensure equal opportunity for all applicants without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, veteran status, or other legally protected characteristics.",[]
Reporting Data Engineer,"Austin, Texas, United States",2022-01-31,"['Experience working with business users and translating their needs into technical solutions and the ability to communicate technical concepts to a business-focused audience', 'Experience with the practical application of data warehousing concepts, methodologies, and frameworks using traditional (Vertica, Teradata, etc.) and modern (SparkSQL, Hadoop, Kafka) distributed technologies', 'Advanced skills using one or more scripting languages (e.g., Python, bash, etc.)', 'SQL expertise, data modeling, and relational database experience', 'UNIX admin and general server administration experience required', 'Tableau Desktop/Server development and administration', 'Presto, Hive, SparkSQL, Cassandra, Solr, Snowflake and Redshift a plus', 'Experience using Spark, Kafka, Hadoop, or similar distributed data technologies a plus', 'Most importantly, a sense of humor and an eagerness to learn']","At Apple, we work every day to create products that enrich people’s lives. Our Advertising Platforms group makes it possible for people around the world to easily access informative and imaginative content on their devices while helping publishers and developers promote and monetize their work.

Our technology and services power advertising in Apple News and Search Ads in the App Store. Our platforms are highly performant, deployed at scale, and set new standards for enabling effective advertising while protecting user privacy. 

The Ad Platforms Data Insights team is seeking a Reporting Data Engineer supporting the development of next generation of analytical solutions. In this role you will work as a key member of a data-centric team to drive the development, execution, and continuous improvement of core data analytics infrastructure and processes. You will be a key enabler for teams of analysts, data scientists, and business users. Successful candidates will have experience building data aggregations, Tableau dashboards, and developing automation pipelines and ETLs. In addition, the ideal candidate will have hands-on experience working with multiple data storage and analysis toolsets—including modern distributed technologies such as SparkSQL, Presto, Hive, Kafka, Redshift, and Snowflake—is a plus.","-  Partner with business and analytics teams to understand specific requirements for data systems to support both development and deployment of data workloads.
-  Partner with engineering teams to design, build, and support the next generation of analytics and reporting systems
-  Own and develop solutions that translate analytical questions into effective reports that drive business action. 
-  Automate and optimize existing data processing workloads by recognizing patterns of data and technology usage and implementing solutions.
-  Strong understanding of the intersection between analytics and engineering and a proactive approach, focusing on reusable solutions to improve efficiency and time to insight.
-  Advise partners on effective use of Tableau and other data technologies based on business and technology needs.
-  Must be able to work in a rapidly changing environment and perform effectively in a sprint based agile development environment. 
-  Must be comfortable working as part of a distributed team","BS in Computer Science or equivalent degree required, MS in Computer Science strongly preferred",[]
App Store Trust and Safety Lead,"Austin, Texas, United States",2022-01-25,"['3+ years of proven ability as a Data Scientist, Data Analyst, or Data Engineer (preferably for a digital media, MarTech, digital subscription business, or technology business).', '2+ years applied experience in building sophisticated datasets that enable data science and BI.', 'Experience working with structured and unstructured data stored in distributed files systems.', 'Strong proficiency with SQL, Python or R. Experience with data visualization tools a plus.', 'Strong background and knowledge in statistics, probability, and data analysis.', 'Project ownership with an ability to condense & communicate sophisticated concepts and analysis into clear and concise takeaways that drive action.']","Services at Apple help hundreds of millions of customers get the most out of the devices they love through amazing apps, award-winning shows and movies, immersive music in spatial audio, world-class workouts and meditations, super fun games and more!

The Apple Media Products Data Science & Analytics organization is passionate about developing discerning insights and machine learning solutions to help continually improve these services and accelerate growth while maintaining a strong dedication to privacy.

We are currently seeking an influential App Store Trust and Safety Lead to establish a unified approach. You will design, implement, analyze, and report on T&S features intended to protect consumers on Apple’s services. 

As a key member of our diverse and dynamic organization, you'll have the rare and rewarding opportunity to work with datasets of unique magnitude, richness, and dedication to customer privacy that will frequently require innovative approaches. You'll work collaboratively with partners across Business, Marketing, Product and Engineering daily to deliver material customer and business value. The position is based in Austin, Texas.","Partner with Business and Engineering to define data collection, reporting requirements, metrics, and aggregates for analysis and reporting.

Apply statistical methods to accurately understand the effect of multiple and often interrelated initiatives.

Establish, improve, and socialize top line and operational metrics that accurately represent the business state of health to craft the product strategy.

Work with internet-scale data across numerous customer touch points. Develop a quantitative understanding of App Store T&S feature. Help form future T&S product iterations and strategy.","Minimum of a Bachelors degree in Computer Science, Statistics, Mathematics, Engineering, Economics or related field  

Masters in a related field preferred",[]
"AI/ML - Senior Data Engineer, Siri","New York City, New York, United States",2022-01-13,"['5 - 7+ years of industry experience working with distributed data technologies (e.g. Hadoop, MapReduce, Spark, Flink, Kafka, etc.) for building efficient & large-scale data pipelines.', 'Software Engineering proficiency in at least one high-level programming language (Java, Scala, Python or equivalent).', 'Experience required in building batch data processing pipelines curating data for data science consumers.', 'Experience strongly preferred building stream-processing applications using Apache Flink, Spark-Streaming, Apache Storm, Kafka Streams or others.', 'You have excellent written and verbal communication skills.', 'You are tenacious, relentless, & determined', 'You are curious: always learning new technologies, rapidly synthesizing new information, and understanding “the why” before “the what.”', 'You are self-directed and capable of operating amid ambiguity.', 'You are poised and display excellent judgment in prioritizing across difficult tradeoffs.', 'You are pragmatic: not letting “the perfect” be the enemy of “the good.”', 'You are humble, continually growing in self-awareness and possessing a growth mindset']","Would you like to play a critical part in the next revolution of human-computer interaction? Would you like to contribute to the advancement of a product that is globally redefining how humans use voice to relate to technology?

The AI/ML Data organization seeks to improve products by using data as the voice of our customers. Within AI/ML Data, the mission is to build the scalable & high quality data sets that curate the data required to give our customers their voice.

We’re looking for exceptional data engineers who are passionate about our product and values; who love working with data at scale; and who are committed to that hard work necessary to continuously improve. As a part of this group, you will work with petabytes of data daily using diverse technologies like Spark, Flink, Kafka, Hadoop and others. You will be expected to effectively partner with upstream engineering teams and downstream analytical & product consumers.","What will fill your days: 
Moving between understanding the open & unanswered questions about Siri; to defining new metrics and filters; to specifying new logging necessary with the high-level goal of using data to improve Siri.
Designing, creating, and maintaining data pipelines that populate a petabyte scale data warehouse.
Working with data infrastructure teams providing input to improve our platform.
Working with data producing teams to specify requirements and to transparently provide rapid feedback.
Partnering with your teammates across Siri data to answer questions, to provide support, and to innovate in taking our data warehouse to the next level.","Surprise us! Many will have an MS or BS in CS, Engineering, Math, Statistics, or a related field OR equivalent practical experience in data engineering.

Apple is an equal opportunity employer that is committed to inclusion and diversity. We take affirmative action to ensure equal opportunity for all applicants without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, Veteran status, or other legally protected characteristics. Apple is committed to working with and providing reasonable accommodation to applicants with physical and mental disabilities.",[]
"AI/ML - Data Engineer, Siri","Seattle, Washington, United States",2022-01-13,"['5 - 7+ years of data engineering experience', '3+ years of coding in Python, Java, Scala, or other mainstream programming languages', '3+ years working with technical partners from multi-functional groups to collect business requirements, build consensus, and handle expectations', '3+ years building and monitoring robust data pipelines in distributed computing environments', 'Experience with designing schema for instrumentation and logging systems, OR experience supporting and partnering with data science is desired']","Data Engineers think differently. We value engineering rigor and partnership, unit testing and pragmatism, best practices and empathy, all in equal parts. Data engineers understand that driving meaningful impact is more than enabling our own work; true impact comes from helping others to unlock their full potential. We measure our success in the accomplishment and enablement of others.
 
The vision of the AI/ML Data organization is to improve products by using data as the voice of our customers.  Data Engineers assure that voice is heard clearly by those that need to hear it most.  We build optimized and robust engineering systems, curated data products, and collaborate with both data scientists and engineering partners to remove noise, ensure quality, and streamline discovery.","Partner with data scientists, analysts, software engineers, and product managers to understand and collect use cases. Curate a generalized data model based on those use cases that meets the needs of the many.  Instrument the proper logging to make sure the data you need is being generated. Build a robust data pipeline to populate your model with mission-critical data.  Educate your consumers on how to access your model, assuring transparency in logic definitions. Push your learnings up the stack, making sure that all upstream systems are aware of your needs and their impact.

Skills we’re looking for:
•  Python
•  SQL
•  Data Modeling
•  Distributed computing experience like Spark, MapReduce, or Hive (Spark preferred)

Desired Experience:
•  HDFS, S3, or other cloud data storage technologies
•  Presto, Hive, Solr, or Druid
•  Data engineering in a cloud environment","B.S., M.S., or Ph.D. in Computer Science, Computer Engineering, or equivalent practical experience.",[]
"Sr. Data Engineer, Apple Cloud Services (Multiple US Locations)",United States,2022-01-12,"['8+ years of experience working with Spark and other distributed data technologies (e.g. Hadoop, Presto, Flink, Druid) for building efficient & large scale data pipelines.', 'Highly proficient in at least one of Java, Python or Scala', 'Deep expertise in Data Principles, Data Architecture & Data Modeling', 'Understand the Data Lifecycle and concepts such as lineage, governance, privacy, retention, anonymity, etc', 'Strong SQL skills', 'Experience working in a complex, matrixed organization involving cross-functional, and/or cross-business projects', 'Strong communication and collaboration skills & ability to lead high-level discussions on technology strategy and approach', 'Conceptually familiar with AWS cloud resources (S3, EC2, RDS etc)', 'Who are you:', 'You are tenacious, relentless and determined', 'You are curious: always learning new technologies, rapidly synthesizing new information, and understanding “the why” before “the what.”', 'You excel at taking vague requirements and crystallizing them into scalable data solutions', 'You are excited about demonstrating excellence, and learning new technologies and frameworks']","Would you like to drive the future of Apple’s products, applications, and platform while having the unique opportunity to impact some of the most far-reaching software applications in the world?

**We are hiring in Seattle, LA, Bay Area, NYC and Austin**

Apple Cloud Services Data organization enables to ship better products for iCloud users to access all their content across apps (Photos, Mail, Messages, FaceTime, Calendar etc) from all of their devices all the time by providing consistent, scalable, timely, accurate, complete and fully integrated data infrastructure and capabilities to accurately surface relevant information

If this excites you and you are energized by solving hard, high-leverage problems at scale, we'd love to hear from you! We’re looking for exceptional data engineers who have a strong background in distributed data processing, have great and demonstrable data intuition, and share our passion for continuously improving the ways we use data to make the Apple’s products, applications, and platform better.","What you will do:

* Engineer efficient, adaptable and scalable data pipelines to process structured and unstructured data

* Own and evolve extremely rich datasets on Apple cloud products and platform interactions to power a wide variety of use cases

* Build forward-looking data solutions that interface well with existing systems and use judgement to bring cutting edge technologies in the industry to suit Apple Cloud Services needs.

* Understand how key technical decisions will drive business outcomes and deliver/aid data frameworks and platforms that improve delivery with high-quality to those outcomes by partnering with cross functional teams.

* Join a stunning team of data experts with diverse skill set, and deliver excellent solutions that better enable our decision-making process","Bachelor's degree in Computer Science, Engineering or or equivalent work experience in data engineering.",[]
Software Data Engineer - Analytics Engineering,"Seattle, Washington, United States",2022-01-11,"['Demonstrate experience in data management and automation on Spark, Hadoop, and HDFS environments', 'Experience in designing and developing large scale real-time streaming pipelines using Kafka, Spark Streaming', 'Experience in building and deploying large scale applications in Cloud based environment', 'Experience handling data in relational databases and developing ETL pipelines', 'Competency in Java, Scala or similar object-oriented language', 'Confidence with SQL databases like Oracle and NoSQL databases like Cassandra', 'Experience in developing product features, functional specifications, and development schedules, represent team and technology', 'Prior experience designing and implementing outstanding large distributed systems', 'Be an advocate for performance optimization, automation, and unit tests', 'Ability to pick up new technologies quickly', 'Excellent debugging, critical thinking, and communication skills', 'Attention to detail', 'Solid documentation and technical writing skills']","The Apple Media Products Engineering team is one of the most exciting examples of Apple’s long-held passion for combining art and technology. These are the people who power the App Store, Apple TV, Apple Music, Apple Podcasts, and Apple Books. And they do it on a massive scale, meeting Apple’s high expectations with dedication to deliver a huge variety of entertainment in over 35 languages to more than 150 countries. These engineers build secure, end-to-end solutions. They develop the custom software used to process all the creative work, the tools that providers use to deliver that media, all the server-side systems, and the APIs for many Apple services. Thanks to Apple’s unique integration of hardware, software, and services, engineers here partner to get behind a single unified vision. That vision always includes a deep commitment to strengthening Apple’s privacy policy, one of Apple’s core values. Although services are a bigger part of Apple’s business than ever before, these teams remain small, nimble, and multi-functional, offering greater exposure to the array of opportunities here.

Are you interested in a career in data? Data drives the direction and strategy for Apple’s growing Services business. As the Payments Analytics Engineering team we collect, curate, and provide insights into payments data from Apple's services, Online Store, and Retail organizations. This data plays a critical role in enabling business growth. We build data pipelines with maximum efficiency, scalability and reliability to allow domain specific engineers to focus on their specialties. Are you passionate about communicating with data effectively? Curious how data is manipulated in real-time? This is the team to join. You’ll be exposed to modern, open-source technologies that are standard to the big data industry, and will work with data at a scale that few organizations in the world have access to. Our data are used to provide the best customer experience while buying Apple products and to optimize various payment methods for Apple. We’ve even built data products and visualizations to be consumed by external payments partners for Apple.","The Payments Analytics team is responsible for collecting, analyzing, and reporting on Payments, Apple Pay/Card and Gift Cards data. From this data we generate insights into how customers interact with Payments products and services, and use these insights to drive improvements to user-facing features. You will be working with a dynamic team valuing cooperation, brainstorming, with an emphasis on optimized design. You will be responsible for developing systems, tools, and visualizations to make sense of the data. We are looking for a sharp engineer who also has a keen sense of how to build quality and scalable products. You are also a teammate -- ready to engage in lively design discussions, and able to give and receive constructive code reviews. Your curiosity drives you to explore new technologies and apply creative solutions to problems. The ideal candidate pays close attention to details, but also keeps sight of the bigger picture.","MS or BS degree in Computer Science or a related field

Apple is an equal opportunity employer and value diversity at our company. Apple does not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.","['-  Proficiency with source control systems (SVN, Git) and build tools such as Gradle, Maven, etc.', '-  Proven hands on experience with the Big-Data ecosystem (Spark, Hadoop, Scala, Hive, Pig, Kafka etc.)', '-  Built and deployed large scale data pipelines', '-  Understands different data storage solutions and when to use them (e.g. RDBMS, Cassandra, Solr, Redis)', '-  Experience implementing and administering logging, telemetry and monitoring tools like Splunk is a plus', '-  Experience in cluster management/orchestration software like Aurora or Ansible & using tools such as Docker is a plus', '-  Passionate about being a part of a tight-knit fast moving Big data team']"
Data Engineer,"Santa Clara Valley (Cupertino), California, United States",2021-12-22,"['A curious mind', 'An obsession for quality', 'Background in Data science,  Data mining, Multivariate statistics, Computer vision, Machine learning', 'Experience working with large scale data sets', 'Solid programming skills including:', 'Python', 'C/C++', 'Experience with data visualization and presentation, familiar with data analysis tools such as Tableau', 'Excellent problem solving and communication skills']","As part of our Video Engineering group, you’ll help deliver creative solutions to various problems that could impact the people all over the world. 

This Data Engineer will work closely with other members of the Video Engineering group to mine data, implement model evaluation pipeline, analyze large scale data, visualize data, and ensure the delivery is of the highest quality. This position will also require strong coding skills, presentation skills, and collaborating with multiple teams (ex: machine learning, cloud infrastructure support).","The responsibilities of this position includes the following for current and future products:
-  Implement algorithm evaluation methods
-  Analyze data and build data analysis tools
-  Deep-dive failure analysis
-  Discover new perspectives for old data
-  Produce / Present meaningful data visualization to higher-ups and across various involved teams",Masters in Computer Science or relevant experience,[]
